X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,material_consumption
0.0,0.0,0.5,0.252508,1.0,0.0,0.039247,-0.795521,0.8,-0.7,6.041
0.0,0.0,0.5,-0.266195,1.0,0.0,0.066163,-0.769152,0.8,-0.7,4.961
0.0,0.0,0.5,-0.053092,1.0,0.0,0.051529,-0.440792,0.8,-0.7,4.65
0.0,0.0,0.5,-0.23334,1.0,0.0,0.290067,-0.506391,0.8,-0.7,4.198
0.0,0.0,0.5,0.111327,1.0,0.0,0.031877,-0.683818,0.8,-0.7,5.43
0.0,0.0,0.5,0.192669,1.0,0.0,0.050465,-0.690809,0.8,-0.7,5.628
0.0,0.0,0.5,-0.08446,1.0,0.0,0.156768,-0.588467,0.8,-0.7,4.675000000000001
0.0,0.0,0.5,-0.26278,1.0,0.0,0.070945,-0.753441,0.8,-0.7,4.924
0.0,0.0,0.5,0.006695,1.0,0.0,0.159219,-0.669817,0.8,-0.7,4.984999999999999
0.0,0.0,0.5,0.233176,1.0,0.0,0.041828,-0.765862,0.8,-0.7,5.915
0.0,0.0,0.5,0.077136,1.0,0.0,0.281223,-0.852246,0.8,-0.7,5.401000000000001
0.0,0.0,0.5,-0.294307,1.0,0.0,0.195001,-0.825687,0.8,-0.7,4.864
0.0,0.0,0.5,-0.072745,1.0,0.0,0.153896,-0.611673,0.8,-0.7,4.739
0.0,0.0,0.5,-0.010253,1.0,0.0,0.291121,-0.725264,0.8,-0.7,4.912
0.0,0.0,0.5,0.091404,1.0,0.0,0.208252,-0.558397,0.8,-0.7,4.902
0.0,0.0,0.5,-0.178163,1.0,0.0,0.12129,-0.636678,0.8,-0.7,4.694
0.0,0.0,0.5,0.072627,1.0,0.0,0.077599,-0.46223,0.8,-0.7,4.87
0.0,0.0,0.5,-0.141486,1.0,0.0,0.169977,-0.478606,0.8,-0.7,4.403
0.0,0.0,0.5,-0.122254,1.0,0.0,0.130603,-0.655334,0.8,-0.7,4.781
0.0,0.0,0.5,-0.099739,1.0,0.0,0.268584,-0.725926,0.8,-0.7,4.777
0.0,0.0,0.5,-0.162873,1.0,0.0,0.109744,-0.698151,0.8,-0.7,4.844
0.0,0.0,0.5,0.059125,1.0,0.0,0.001851,-0.751721,0.8,-0.7,5.497
0.0,0.0,0.5,-0.075056,1.0,0.0,0.206194,-0.40017,0.8,-0.7,4.335
0.0,0.0,0.5,-0.193563,1.0,0.0,0.073419,-0.812763,0.8,-0.7,5.103
0.0,0.0,0.5,0.051968,1.0,0.0,0.132128,-0.823454,0.8,-0.7,5.444
0.0,0.0,0.5,-0.102976,1.0,0.0,0.166447,-0.531235,0.8,-0.7,4.538
0.0,0.0,0.5,0.140286,1.0,0.0,0.188338,-0.686935,0.8,-0.7,5.293
0.0,0.0,0.5,-0.20992,1.0,0.0,0.197279,-0.900964,0.8,-0.7,5.111
0.0,0.0,0.5,0.093864,1.0,0.0,0.221972,-0.505977,0.8,-0.7,4.804
0.0,0.0,0.5,0.262545,1.0,0.0,0.190054,-0.802327,0.8,-0.7,5.892
0.0,0.0,0.5,0.131508,1.0,0.0,0.18035,-0.710107,0.8,-0.7,5.328
0.0,0.0,0.5,-0.206354,1.0,0.0,0.135772,-0.550559,0.8,-0.7,4.4990000000000006
0.0,0.0,0.5,-0.296263,1.0,0.0,0.169525,-0.925636,0.8,-0.7,5.128
0.0,0.0,0.5,-0.227515,1.0,0.0,0.100344,-0.671107,0.8,-0.7,4.744
0.0,0.0,0.5,0.240294,1.0,0.0,0.299344,-0.94292,0.8,-0.7,6.058
0.0,0.0,0.5,-0.201621,1.0,0.0,0.260306,-0.657157,0.8,-0.7,4.513999999999999
0.0,0.0,0.5,-0.282027,1.0,0.0,0.215829,-0.754659,0.8,-0.7,4.691
0.0,0.0,0.5,0.106911,1.0,0.0,0.173471,-0.713028,0.8,-0.7,5.28
0.0,0.0,0.5,-0.006839,1.0,0.0,0.165093,-0.632789,0.8,-0.7,4.879
0.0,0.0,0.5,-0.051073,1.0,0.0,0.054775,-0.429826,0.8,-0.7,4.632
0.0,0.0,0.5,0.091002,1.0,0.0,0.091301,-0.4258,0.8,-0.7,4.834
0.0,0.0,0.5,-0.247964,1.0,0.0,0.169357,-0.97461,0.8,-0.7,5.288
0.0,0.0,0.5,0.161906,1.0,0.0,0.134995,-0.921928,0.8,-0.7,5.947
0.0,0.0,0.5,-0.263398,1.0,0.0,0.14945,-0.438803,0.8,-0.7,4.29
